TIPO;ESTADO;RED;NOMENCLATURA;EQUIPO A;EQUIPO B;DEPENDENCIA;DIRECCION;LATITUD;LONGITUD;LOCALIDAD;PROVINCIA;ACOMETIDA 1;ACOMETIDA 2;TRIBUTARIO;CONEXIÓN OTRAS DEPENDENCIAS;OTRAS DEPENDENCIAS;SERVICIOS REGULARIZADOS;INFRAESTRUCTURA INSTALADA;OBSERVACIONES;MIGRAR;EJECUTIVO DE CUENTA
Nodo;ACTIVO;REFEFO AMBA;CIU45AC11;CIU65AG11H;CBA2AG11H;Casa Rosada;Balcarce 50;-34,608580;-58,370289;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;SI;Secretaria de Legal y Técnica, Jefatura de Gabinete de Ministros;SI, NO;"1) Doble acometida FO
2) Cámara Frontera
3) ODF 24 PD LC
6) ATN910B
7) Rectificador
*Todo en Rack del Organismo";Se conecta localmente en el mismo DC dde está el ATN;SI;Miguel Tobia
ODF;ACTIVO;REFEFO AMBA;CIU45AC11;-;-;Sec. Legal Y Técnica;Balcarce 50;-34,608580;-58,370289;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;NO;-;SI, NO;Cable Puente;Sin vínculo propio entre ATN y DC del Organismo;SI;Miguel Tobia
ODF;ACTIVO;REFEFO AMBA;CIU45AC11;-;-;Jefatura de Gabinete de Ministros ;Balcarce 50;-34,608580;-58,370289;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;NO;-;SI, NO;Cable Puente;Sin vínculo propio entre ATN y DC del Organismo;SI;Miguel Tobia
Nodo;ACTIVO;REFEFO AMBA;CIU46AC11;CIU49AC11;CIU33AC11 ;RENAPER;Av. Pres. Roque Sáenz Peña 671;-34,606379;-58,376119;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;SI;"1) Doble acometida FO
2) Cámara Frontera
3) Gabinete Indoor Fiberhome
6) ATN910B";El ATN se encuentra en el mismo DC donde está el equipo de borde del cliente.;OK;Sin Asignación
Nodo;ACTIVO;REFEFO AMBA;CIU47AC11;CIU43AC11;CBA2AG11H;ENACOM;Perú 103;-34,609453;-58,375347;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;NO;"1) Doble acometida FO
2) Cámara Frontera
3) ODF 24 PD LC
6) ATN910B
7) Rectificador
*Todo en Rack del Organismo";El ATN se encuentra en el mismo DC donde está el equipo de borde del cliente.;CONECTAR;Miguel Tobia
Nodo;SUSPENDIDO;REFEFO AMBA;CIU48AC11;NN;NN;Gendarmeria Nacional Argentina;Av. Antártida Argentina 1428;-34,583273;-58,373888;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;NO;"1) Una acometida FO
2) Cámara Frontera
3) Gabinete Indoor Fiberhome
6) ATN910B";"Sin conectar
Se conecta localmente en el mismo DC dde está el ATN";NO;Francisco Jasminoy
Nodo;ACTIVO;REFEFO AMBA;CIU49AC11;CIU67AC11;CIU46AC11;CNRT;Maipú 88;-34,607306;-58,376530;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;SI;"1) Doble acometida FO
2) Cámara Frontera
3) Gabinete Indoor Fiberhome
6) ATN910B";El ATN se encuentra en el mismo DC donde está el equipo de borde del cliente.;OK;Sin Asignación
Nodo;ACTIVO;REFEFO AMBA;CIU65AG11H;BBNVPE14H;CBA2AG11H;Afip;Av. Paseo Colon 635;-34,615210;-58,369644;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;SI;Cable Puente;Sin observaciones.;NO;Francisco Jasminoy
Nodo;ACTIVO;REFEFO AMBA;CIU66AC11;CIU65AG11H;CIU10AC11;Edificio Libertador (Ministerio de Defensa);Azopardo 250 Piso 11;-34,611780;-58,367450;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;SI;Estado Mayor del Ejército, Estado Mayor Conjunto;NO;"1) Doble acometida FO
2) Cámara Frontera
3) Gabinete Indoor Fiberhome
6) ATN910B";"Tiene un cable puente ""Multimodo"" entre el Rack del Anillo del Mindef ubicado en el DC del Ejército y el DC del M.Def.";SI;María del Mar Andrada
ODF;ACTIVO;REFEFO AMBA;CIU66AC11;-;-;Estado Mayor del Ejército;Azopardo 250 Piso 1;-34,611780;-58,367450;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;SI;-;NO;Cable Puente;"Tiene +cable puente ""Multimodo"" entre el Rack del Anillo del Mindef y el equipo del Ejército, Todo en el mismo DC del Piso 1.";SI;María del Mar Andrada
ODF;ACTIVO;REFEFO AMBA;CIU66AC11;-;-;Estado Mayor Conjunto;Azopardo 250 Piso 12;-34,611780;-58,367450;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;SI;-;NO;Cable Puente;"Tiene un cable puente ""Multimodo"" entre el Rack del Anillo del Mindef ubicado en el DC del Ejército y el DC del EMC.";SI;María del Mar Andrada
Nodo;ACTIVO;REFEFO AMBA;CIU67AC11;CIU10AC11;CIU49AC11 ;SIP;Av. Pres. Roque Sáenz Peña 788;-34,606181;-58,377545;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;NO;"1) Doble acometida FO
2) Cámara Frontera
3) ODF 24 PD LC
6) ATN910B
7) Rectificador
8)  Baterías (4x12V x 20Ah)
*Todo en Rack del Organismo";El ATN se encuentra en el mismo DC donde está el equipo de borde del cliente.;SI;Miguel Tobia
Nodo;SUSPENDIDO;REFEFO AMBA;CIU73AC11;NN;NN;Dirección Nacional de Migraciones;Av. Antártida Argentina 1355;-34,592878;-58,369411;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;NO;"1) Doble acometida FO
2) Cámara Frontera
3) ODF 24 PD LC
6) ATN910B
7) Rectificador
*Todo en Rack del Organismo";"A Integrar 45/60 días 
Se conecta localmente en el mismo DC dde está el ATN";NO;Pablo Olivera
Nodo;SUSPENDIDO;REFEFO AMBA;CIU73AC11;NN;NN;Casa de la Moneda;Av. Antártida Argentina 2085;-34,583139;-58,371883;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;NO;"1) Doble acometida FO
2) Cámara Frontera
3) ODF 24 PD LC
6) ATN910B
7) Rectificador
*Todo en Rack del Organismo";"Sin conectar
Se conecta localmente en el mismo DC dde está el ATN";NO;Martín Iguaín
Nodo;ACTIVO;REFEFO AMBA;CIU79AC11;CIU35AC11;CIU79AC11;Empleo Público;Av. Pres. Roque Sáenz Peña 511;-34,607592;-58,373823;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NO;NO;-;NO;"1) Doble acometida FO
2) Cámara Frontera
3) ODF 24 PD LC
6) ATN910B
7) Rectificador
*Todo en Rack del Organismo";Se conecta localmente en el mismo DC dde está el ATN;SI;Sin Asignación
Nodo;EN OBRA (SUSPENDIDA);REFEFO AMBA;CIU85AC11;NN;NN;Prefectura Naval Argentina;Av. Eduardo Madero 235 Piso xx;-34,604579;-58,367755;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NN;NN;-;NO;A DEFINIR;Se conecta localmente en el mismo DC dde está el ATN;NO;Francisco Jasminoy
Nodo;SUSPENDIDO;REFEFO AMBA;NN;NN;NN;Hospital Garrahan;Pichincha 1890;-34,630689;-58,393295;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NN;NN;-;NN;"Obra civil terminada
Cámara en Vereda y
Acometida a Edificio.";"Sin conectar
Se conecta localmente en el mismo DC dde está el ATN";NO;Sin Asignación
Nodo;EN OBRA (SUSPENDIDA);REFEFO AMBA;CABA 1;NN;NN;AYSA;Tucuman 744;-34,601386;-58,377479;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;NN;NN;-;NN;A DEFINIR;Operaciones solicita contacto Comercial para Instalar el equipo. Antigua acometida de YPF Torre Blanca. ;CONECTAR;Sin Asignación
Nodo;SUSPENDIDO;REFEFO AMBA;CIU24AC11;NN;NN;Agencia de Administración de Bienes del Estado;Av. Ramos Mejía 1302;-34,592231;-58,375178;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;SI;SOFSE, ADIFSE;NO;"1) Doble acometida FO
2) Cámara Frontera
3) Gabinete Indoor Fiberhome
6) ATN910B";Se conecta localmente en el mismo DC dde está el ATN;SI;Miguel Tobia
ODF;SUSPENDIDO;REFEFO AMBA;CIU24AC11;-;-;SOFSE-Trenes Argentinos;Av. Ramos Mejía 1302;-34,592231;-58,375178;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;NO;-;NO;Cable Puente;Sofse tiene cable propio entre DC de AABE y de SOFSE.;SI;Miguel Tobia
ODF;SUSPENDIDO;REFEFO AMBA;CIU24AC11;-;-;ADIFSE;Av. Ramos Mejía 1302;-34,592231;-58,375178;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;PROPIA;-;SI;NO;-;NO;Cable Puente;Cable Puente de FO entre DC de AABE y de DC ADIFSE con ODFs propios de ARSAT.;SI;Miguel Tobia
